Accident_Index,Date,Time,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Speed_limit,Junction_Detail,Urban_or_Rural_Area,Latitude,Longitude
A040595,11/07/2023,10:05,3,3,3,5,2,7,20,8,1,52.38775847616243,-2.559495594049653
A040596,12/10/2023,00:57,3,4,3,2,7,7,60,1,2,53.10466525612398,1.6585651478782348
A040597,09/10/2023,04:16,3,1,2,2,5,4,20,6,2,51.45631407352954,-2.3878101278094217
A040598,05/06/2023,11:42,3,3,1,1,2,5,40,8,2,50.3370502281039,-0.5068261673285658
A040599,16/02/2023,08:23,1,4,3,9,4,5,20,0,1,50.81616085661279,0.8673814179340981
A040600,10/04/2023,05:40,3,1,2,6,7,5,70,6,2,51.76552412799532,2.7477508345727766
A040601,08/01/2023,15:30,2,3,1,7,3,6,40,3,1,52.695429312014255,-2.0987275396194707
A040602,08/03/2023,19:54,3,1,3,5,7,6,20,3,1,52.09394429089593,1.7362903731652781
A040603,04/10/2023,18:53,3,4,0,3,5,5,60,1,1,52.62365627479192,-2.973019925756034
A040604,11/01/2023,20:50,3,3,1,2,5,7,20,3,2,51.90056888792382,-0.9519605875915119
A040605,25/04/2023,12:01,2,2,3,3,2,1,30,5,2,51.913883721115496,-0.2719785594624836
A040606,08/06/2023,20:40,3,2,3,4,3,7,30,8,1,50.99352154349661,0.9076204402039784
A040607,23/09/2023,08:31,3,1,1,1,6,6,40,2,2,49.942931174806326,-0.606615681357009
A040608,03/10/2023,02:26,3,4,1,4,4,4,70,0,1,53.28716131067478,2.4668813067996713
A040609,05/06/2023,07:55,3,5,2,2,6,4,20,0,1,50.86968168628155,2.7639839367045966
A040610,15/06/2023,05:36,3,5,3,8,5,5,30,0,2,51.44577046962693,-2.652866955640302
A040611,17/03/2023,19:41,3,4,1,5,4,6,20,7,1,50.93927940789976,-0.0016803662177155287
A040612,18/10/2023,05:31,3,3,0,1,5,7,60,8,2,49.961576652420554,-0.962653142721272
A040613,24/10/2023,12:58,3,1,0,4,2,7,50,0,1,53.14705885086399,-0.3522967509971012
A040614,20/04/2023,21:05,3,3,0,6,1,6,30,3,1,52.79227711772928,-1.2699652499911853
A040615,12/02/2023,05:17,3,2,2,1,7,4,20,6,2,50.58523109682454,0.43141029717469304
A040616,17/07/2023,06:58,3,3,3,8,4,5,30,7,2,49.86326791325663,2.598233912847087
A040617,25/11/2023,15:12,3,2,0,8,2,4,50,9,1,51.381053200867385,0.782509929850472
A040618,09/03/2023,04:57,3,1,1,3,6,5,40,3,2,52.63036350490397,-1.0742147840775536
A040619,29/09/2023,09:32,3,3,3,3,7,1,60,2,1,49.714751427954795,1.8807728471459266
A040620,17/05/2023,22:07,3,4,0,2,2,5,20,9,1,51.56304656011372,-1.221454062811618
A040621,09/05/2023,00:13,3,1,2,5,1,1,20,6,1,52.50282370073782,2.550665798165619
A040622,26/02/2023,00:28,3,3,3,2,6,5,30,7,2,50.655612297754566,-2.418431734520883
A040623,08/01/2023,11:04,2,2,3,1,3,1,40,3,2,51.51311406823556,1.7220066205162445
A040624,26/05/2023,21:35,3,4,0,4,6,7,60,0,2,50.27811100742421,0.9942311989787763
A040625,14/07/2023,02:20,3,3,1,7,6,6,60,8,1,50.20535555838247,1.755884867095706
A040626,31/12/2023,12:56,2,2,1,9,6,7,70,0,2,51.617616364024464,-2.668520491458741
A040627,09/01/2023,18:29,3,1,0,6,6,4,50,9,2,49.96832368464145,2.0231036386229717
A040628,03/03/2023,21:01,3,5,2,4,3,5,30,5,2,51.8193308851919,-2.22025469707595
A040629,31/05/2023,05:33,3,1,3,3,3,5,30,8,2,51.34560944876596,-2.6952422019879028
A040630,11/12/2023,19:08,3,4,0,3,2,5,60,7,2,49.85621362323007,-0.6724272468163933
A040631,18/06/2023,13:37,3,2,3,8,2,5,40,2,1,50.08769498632089,-1.6721374492861856
A040632,14/11/2023,05:10,1,3,0,4,4,4,30,1,2,53.08068706088856,-0.5522779674792341
A040633,06/07/2023,02:34,3,2,2,5,4,6,60,6,2,51.539234112834905,-1.018722031485317
A040634,20/09/2023,07:49,3,5,2,3,3,5,70,7,2,53.38674628839973,1.3171313223822492
A040635,12/10/2023,06:39,2,5,1,4,1,6,30,8,1,53.397349654707114,-1.1886978425228498
A040636,06/11/2023,08:43,3,3,0,7,7,7,20,8,2,50.74540755517975,-1.3060907432976359
A040637,21/07/2023,10:56,3,3,3,1,2,1,70,0,2,53.155845471550904,-2.9416816407344584
A040638,06/03/2023,09:17,3,1,1,4,5,6,20,6,2,49.91305829593912,-2.4740595881744114
A040639,30/01/2023,18:56,3,4,2,1,1,4,70,6,2,53.04302399407829,0.03624438039142816
A040640,11/09/2023,22:00,3,2,1,1,7,4,60,8,1,51.11434067095412,1.6789622888104492
A040641,19/10/2023,10:18,1,1,2,9,2,5,30,0,2,53.039568179265245,2.362778508006769
A040642,14/02/2023,10:33,3,4,2,2,7,4,70,8,1,50.43597216270636,-2.8942225213581376
A040643,23/07/2023,23:54,3,3,0,7,1,7,50,3,2,50.973209556505864,-0.7870046790880706
A040644,04/04/2023,16:08,2,3,1,1,4,6,60,3,2,51.90647357458934,2.7654584813121033
A040645,30/09/2023,10:14,1,4,1,8,3,1,70,3,1,53.036685338094756,-1.605147227363999
A040646,05/02/2023,03:21,2,4,0,6,3,1,20,5,2,52.474066707392765,0.37760290919018946
A040647,28/04/2023,12:27,3,3,0,3,4,7,40,6,2,52.60165370847924,0.33266553678225075
A040648,03/04/2023,11:03,3,3,0,5,7,5,20,6,1,53.35070278115567,-0.8234490047705728
A040649,02/03/2023,15:28,3,5,0,7,1,4,70,1,1,50.67482601766425,-0.8380150398251932
A040650,10/02/2023,20:56,3,3,1,5,3,1,50,6,2,50.602263484515696,0.585631573243291
A040651,10/02/2023,02:24,3,5,2,3,4,4,60,0,2,50.44778361287493,0.16865852316810467
A040652,17/08/2023,14:01,3,2,3,5,6,7,20,6,2,50.77542054072262,-2.8769577981839283
A040653,25/06/2023,10:14,3,4,1,8,6,7,40,0,1,53.36921269109595,2.3514296765206084
A040654,28/06/2023,23:41,2,4,1,5,6,4,40,5,2,49.811079837814205,-1.720354947925378
A040655,24/08/2023,01:43,3,1,3,3,1,7,50,8,2,53.4060165950106,-2.319831433029879
A040656,20/06/2023,12:17,2,1,0,6,1,1,20,2,2,51.477963491495785,0.7699144967447761
A040657,09/08/2023,11:40,2,3,1,4,3,1,60,9,2,51.983229269922745,0.9046312841591796
A040658,12/03/2023,17:31,3,2,0,5,3,1,40,9,2,49.985966631513946,-1.6315498140685594
A040659,07/04/2023,11:14,2,5,2,6,1,1,60,7,2,51.554801717495266,-0.6245108813035011
A040660,25/07/2023,05:11,3,3,2,1,3,1,30,9,1,51.3373212163327,-3.037420034687396
A040661,22/06/2023,18:48,3,2,3,5,2,7,70,0,2,52.05638029140263,-0.943321179233552
A040662,04/12/2023,13:40,3,4,1,7,4,6,70,6,1,50.84242264942844,2.4838283516343638
A040663,17/07/2023,05:55,3,3,0,2,2,1,70,3,2,51.87367760928524,0.4571710218056767
A040664,01/06/2023,10:55,3,2,0,9,7,1,40,2,2,52.40511216422939,-1.192300622140245
A040665,22/07/2023,10:24,3,3,1,3,6,4,20,8,1,52.50099546170131,2.6793349786373413
A040666,20/10/2023,19:02,3,5,1,8,6,1,50,8,2,53.202815597772016,-1.1668496585171328
A040667,10/06/2023,02:35,3,4,2,1,3,7,30,6,2,49.77084537281373,-2.183138020156237
A040668,19/09/2023,14:36,1,1,0,3,7,4,50,3,2,52.329204179240705,0.5742587883289333
A040669,01/07/2023,14:50,3,5,3,1,1,7,40,5,2,50.143790848534884,-1.7963353263312913
A040670,05/10/2023,03:41,3,1,3,1,7,1,20,2,2,49.962089333476655,-0.3580196221630375
A040671,26/12/2023,11:49,3,5,3,9,5,7,60,6,1,52.031050984628045,-2.7433197375699883
A040672,04/12/2023,20:01,3,2,2,5,1,5,70,3,2,51.41196837001067,-0.2516677957757162
A040673,01/02/2023,06:39,3,4,0,7,2,5,20,6,2,52.12384773333345,-0.16266633128526334
A040674,26/12/2023,23:24,3,2,3,5,6,1,20,2,2,52.39924943767499,0.21798251640597108
A040675,10/08/2023,01:05,3,4,0,8,7,4,60,1,1,51.23730795806854,1.0697351478154036
A040676,05/11/2023,21:12,3,5,1,9,3,6,40,6,2,50.254254611750596,-1.2654120797229915
A040677,18/09/2023,13:53,3,4,2,7,2,6,30,5,2,52.21399915507717,-0.4130697583630022
A040678,09/12/2023,08:50,3,5,0,9,1,5,50,1,1,51.83947164106824,0.8415226616323542
A040679,08/07/2023,09:44,3,1,3,7,4,4,70,6,2,51.15169967224076,2.2013884956608876
A040680,10/01/2023,23:03,3,1,3,6,1,6,30,9,2,51.77690238028235,2.7381681389739847
A040681,17/01/2023,18:07,3,1,1,4,4,6,60,7,2,51.260971263966894,2.2764226357597024
A040682,26/10/2023,06:47,3,3,0,4,4,5,70,9,2,49.50756139810621,-1.2804283339554499
A040683,03/12/2023,11:35,3,1,2,2,1,1,70,6,2,51.58489908720321,2.6931371205442463
A040684,19/12/2023,18:19,3,3,0,9,3,4,40,1,1,51.846913490008696,0.5032358997447585
A040685,16/04/2023,07:36,3,4,2,3,5,4,50,6,2,50.782825900041985,-1.9366496088668494
A040686,28/08/2023,01:13,3,5,0,8,4,1,40,5,1,49.549963724050826,0.8621428685361826
A040687,14/06/2023,18:09,3,1,1,3,6,5,70,0,1,51.86775810190413,1.202354919670682
A040688,27/08/2023,18:20,3,5,0,5,5,1,30,5,2,51.26356127797197,-0.9672996526717069
A040689,03/09/2023,20:31,2,2,1,9,1,4,50,7,2,53.08549722029605,-0.14062369782807363
A040690,21/10/2023,12:08,2,3,1,3,4,7,30,9,1,53.08803831990619,2.5625220421140207
A040691,27/01/2023,13:10,3,5,0,5,3,4,30,6,2,50.910492417246935,1.5192119221426466
A040692,08/10/2023,14:58,2,4,0,6,7,5,70,0,1,50.74896779617787,2.5544640340685754
A040693,22/07/2023,21:26,3,2,1,4,7,5,40,3,1,52.68765396285378,-0.7721564824881936
A040694,01/01/2024,10:16,3,2,3,7,7,6,60,7,1,50.441648543213724,1.376164110374217
A040695,02/08/2023,14:46,3,2,3,8,7,7,20,9,2,49.53491212468702,-2.5431274899702703
A040696,27/12/2023,11:38,3,4,1,2,5,6,70,3,2,51.001204711711864,1.873702519695049
A040697,27/09/2023,07:49,3,4,2,3,6,4,60,3,1,51.64726675675938,-1.6694594172607653
A040698,21/02/2023,04:26,3,3,3,8,4,7,50,1,1,49.857951535280925,-0.19223646397537877
A040699,06/04/2023,21:04,3,2,0,1,1,6,30,7,1,51.16823676974929,-0.27320116302393094
A040700,29/11/2023,08:34,3,5,2,5,5,4,70,8,2,52.92024118958412,2.5860384750641736
A040701,24/05/2023,00:09,3,2,1,1,7,7,20,1,2,49.594863046624425,-1.998347757648446
A040702,06/02/2023,06:49,3,2,2,7,1,4,50,2,1,50.37942964594498,-0.8387025532559672
A040703,03/03/2023,10:23,3,3,3,9,4,4,40,8,1,49.561106385428154,2.2922180489495996
A040704,01/07/2023,16:07,3,1,2,9,6,5,40,9,2,51.986815703640225,-1.374864701672825
A040705,28/03/2023,07:21,3,4,0,1,2,1,30,2,1,51.26005108748863,-2.8042688451803
A040706,02/03/2023,19:10,3,1,3,9,7,7,70,3,1,50.407083799950534,-0.13428639323032457
A040707,28/07/2023,10:16,3,3,2,7,5,5,70,2,2,53.23672819966844,0.4539900832352345
A040708,30/09/2023,06:23,2,4,3,8,3,1,60,0,1,49.59449795325178,0.00043648751941346986
A040709,21/10/2023,20:02,3,3,0,6,1,4,60,3,1,50.08801614755495,-0.21610809893203822
A040710,07/03/2023,08:18,3,2,2,1,1,1,40,7,1,50.80492965968746,0.61740455067473
A040711,11/10/2023,09:55,1,1,0,3,5,1,40,2,2,50.327545760705405,-1.3068854503245433
A040712,27/10/2023,18:57,3,1,2,7,3,1,20,6,1,51.61433145127326,-1.722342305008898
A040713,15/08/2023,23:39,1,5,2,8,5,7,20,5,2,50.32373722674319,2.5063715512335905
A040714,20/08/2023,07:55,3,1,0,6,2,6,70,1,2,52.38081251816763,-0.5134668094591287
A040715,23/08/2023,14:33,3,5,2,2,6,4,30,2,2,49.77851053579405,-0.6266930780908145
A040716,17/07/2023,00:00,3,5,1,3,3,1,30,0,2,51.35254843956048,-1.19742515059468
A040717,19/01/2023,09:17,3,3,2,1,5,6,60,8,1,52.625286777908435,-2.6491127385201385
A040718,21/04/2023,11:17,1,4,2,7,5,1,70,7,1,50.70741472599827,0.47735906813043416
A040719,28/07/2023,13:48,2,5,2,4,4,1,60,8,2,51.916758540193776,-2.4638350595507466
A040720,26/10/2023,21:57,3,2,2,2,1,4,20,5,2,49.68271656759072,-1.5405826598666428
A040721,03/10/2023,19:57,3,1,2,3,5,1,50,9,2,52.144747990215095,1.4939276313030923
A040722,29/06/2023,05:58,3,5,3,7,1,6,40,5,2,49.95081879854129,0.4404397405330528
A040723,02/04/2023,13:59,3,3,0,9,2,6,50,6,1,53.048083073126435,0.5461098600827011
A040724,22/03/2023,12:19,3,4,1,1,4,1,70,0,1,52.430550840664075,2.5988966265584685
A040725,15/05/2023,08:54,3,5,1,2,6,1,50,0,1,50.54705121847053,-0.8139601080031235
A040726,12/02/2023,00:13,3,3,1,1,4,7,30,0,2,51.80749497249555,-0.1127663450554536
A040727,18/12/2023,20:57,3,1,2,4,4,7,60,6,2,52.507677732271695,-0.4808735397502616
A040728,28/06/2023,06:32,3,1,2,7,5,6,60,3,2,49.700448070175504,1.1349528946125296
A040729,11/09/2023,05:33,3,1,0,6,2,5,20,6,1,51.50908158090545,2.742265710355086
A040730,05/01/2023,05:48,3,2,0,8,1,4,30,6,2,50.47168681779406,2.0199986667386907
A040731,20/12/2023,00:56,2,3,3,3,7,1,20,0,1,52.19488639052264,2.823370627166678
A040732,12/07/2023,17:03,3,5,3,5,1,5,60,0,1,50.21942039940478,-2.1814717843228606
A040733,08/02/2023,01:04,3,5,2,8,6,6,60,0,2,50.25749669580683,-0.5478737000120825
A040734,04/01/2023,00:00,3,4,0,4,4,6,70,0,1,51.53452080196473,1.1802115150941561
A040735,30/08/2023,11:31,1,1,0,4,6,5,60,2,1,51.898894875953694,-0.055521585586180505
A040736,03/08/2023,10:34,2,1,3,9,7,1,40,0,2,50.279427368389534,-2.179940592368385
A040737,10/05/2023,05:23,3,4,0,1,4,6,50,2,1,52.40613751772168,0.7484377733240964
A040738,24/11/2023,19:41,3,3,1,1,2,6,40,9,2,52.08881603512785,-2.39026033888239
A040739,17/12/2023,06:44,3,4,3,1,6,5,50,9,1,49.96239771741341,-1.3112513307198626
A040740,07/10/2023,00:31,2,4,2,8,5,4,20,3,1,52.046878352732406,1.428683444295355
A040741,07/09/2023,21:31,2,3,0,9,3,6,20,0,1,50.13488598746336,0.7078374586514996
A040742,29/09/2023,10:30,3,3,3,3,3,1,40,9,2,50.402161125917715,-2.80786385561875
A040743,31/08/2023,21:50,3,5,0,9,2,7,20,6,1,50.47730444793254,-1.2572883085542137
A040744,31/10/2023,03:16,3,1,3,1,5,4,70,5,2,50.94302054726484,-2.7383279333987045
A040745,07/10/2023,17:54,1,4,1,7,2,4,40,6,2,53.04928543499443,0.41117754441767895
A040746,08/07/2023,06:16,3,5,1,3,7,4,40,2,2,52.76831371057465,-2.542138480147068
A040747,26/12/2023,06:53,3,3,3,7,6,1,30,3,2,49.51105467950548,1.9170060616820002
A040748,21/02/2023,05:57,3,4,1,7,5,1,30,2,1,50.161452603393485,0.967793293549423
A040749,26/12/2023,23:11,3,4,0,5,6,7,50,0,1,50.84191820223631,-2.0307142472980217
A040750,09/09/2023,04:49,3,5,0,8,4,7,40,7,1,49.893700992512876,1.0294810292904173
A040751,23/02/2023,15:32,3,2,1,5,5,6,50,7,1,51.64018174675605,-1.4383215134279117
A040752,09/05/2023,04:06,3,5,3,8,4,4,50,2,1,51.65181557647392,-2.931800611738297
A040753,22/07/2023,12:17,3,1,3,4,7,5,20,8,2,49.70149870173211,-0.22646575813644879
A040754,12/10/2023,23:50,3,1,3,1,2,6,60,6,1,50.528398253541184,-2.448976630710262
A040755,04/07/2023,07:10,2,3,2,9,4,5,40,3,2,51.55596515078423,-0.748667476452955
A040756,07/12/2023,14:37,3,4,2,2,6,5,40,6,1,50.03269504268838,-2.2818015346772573
A040757,02/08/2023,08:23,3,1,0,4,2,5,60,7,1,50.07559583062602,-1.0875077198522574
A040758,28/10/2023,11:17,3,4,1,4,5,6,20,1,1,49.76975283720778,1.0263956889648989
A040759,04/09/2023,03:21,3,2,1,6,3,7,40,3,2,50.193208693412274,-0.09478848475290605
A040760,27/04/2023,09:14,2,4,2,9,7,4,70,3,2,53.1559017438882,-0.08974867791750044
A040761,22/01/2023,01:50,2,5,3,9,1,4,70,8,2,49.549453667266576,-0.16372164082918098
A040762,10/04/2023,13:38,3,5,2,9,6,4,20,7,2,51.07423980283147,-1.107758613177063
A040763,06/03/2023,13:50,3,5,2,8,7,5,50,0,2,50.65204406827926,0.5369938385699596
A040764,23/08/2023,07:48,2,5,3,7,5,6,60,5,2,49.93172957772569,-0.7058089386728924
A040765,19/06/2023,03:52,3,5,3,9,4,7,40,3,2,49.931512121649085,-2.2765605522452144
A040766,10/01/2023,16:10,3,5,2,2,5,5,60,2,1,52.70917251562981,-1.4513874228713972
A040767,03/07/2023,17:42,3,3,3,6,2,4,20,0,2,50.07166604442065,1.6585386506072948
A040768,20/08/2023,10:32,3,2,1,8,7,1,20,5,1,50.45704346092545,0.8630779824967837
A040769,10/01/2023,12:24,3,5,3,9,7,1,20,3,1,52.040336874493796,1.6004073802312795
A040770,03/03/2023,10:59,2,5,3,1,7,6,60,6,1,49.89293421871301,1.8225636831688043
A040771,08/08/2023,07:26,3,3,2,7,6,1,20,6,2,51.497505557291305,0.9991241281857338
A040772,28/08/2023,09:16,3,4,2,8,7,7,60,2,1,50.07160122573472,-2.4520301379264526
A040773,19/08/2023,15:03,3,1,3,6,6,5,40,8,2,50.33442550946259,2.461158726614698
A040774,08/06/2023,06:57,3,1,1,3,5,7,40,1,1,52.72958301584703,-1.7497166030134663
A040775,14/04/2023,21:21,3,3,3,9,4,4,30,7,2,53.37797655521069,1.441192721461214
A040776,23/02/2023,22:43,2,4,1,5,5,1,60,2,2,52.24514238684631,-1.9244658039047489
A040777,08/04/2023,20:32,2,4,3,5,5,5,20,8,2,51.66585090934957,1.7491733837325198
A040778,02/10/2023,09:05,3,3,2,8,6,4,30,2,1,52.718312947953855,-2.800424083871898
A040779,01/09/2023,02:09,3,4,0,1,4,6,60,1,1,50.89447735969037,0.6468459213723282
A040780,09/08/2023,17:44,3,5,1,5,3,5,20,3,1,50.492401729303744,1.8440677354222355
A040781,11/12/2023,01:48,3,2,0,6,4,6,50,0,1,51.63064916753144,0.3790176404341189
A040782,13/05/2023,05:13,3,4,2,5,1,6,30,9,1,53.25197040438489,1.6882154463706995
A040783,02/12/2023,12:05,2,4,0,3,7,1,50,6,2,49.90449070025383,-1.5803861653701072
A040784,03/06/2023,02:28,3,3,1,5,1,4,30,1,1,51.17824811259593,-1.6623870257583249
A040785,24/12/2023,19:27,2,4,1,1,2,4,60,6,2,51.75085949233683,-0.039615248377864815
A040786,03/09/2023,10:04,2,3,0,4,1,5,70,0,2,53.10732363600533,2.3976127143530213
A040787,12/05/2023,14:32,3,5,2,1,7,4,20,0,2,51.36772784602408,2.8830278793785697
A040788,07/09/2023,22:31,3,3,0,1,6,6,50,6,2,51.99509457583393,-2.0441336024960695
A040789,29/10/2023,16:14,2,2,3,5,6,6,20,1,1,53.13338307704058,-1.408173030981798
A040790,11/10/2023,18:51,3,2,0,5,6,1,30,1,2,50.49521699403386,1.6145755584124966
A040791,13/03/2023,10:59,3,4,1,9,5,7,60,2,2,50.60905456531938,1.5106130618986024
A040792,15/12/2023,02:10,3,3,1,5,1,5,20,8,2,50.636175853403245,0.57231819275269
A040793,11/10/2023,08:38,3,4,3,8,4,6,40,7,1,51.20193978140025,-0.21834402100567055
A040794,24/11/2023,08:55,2,2,3,7,7,1,20,1,1,53.12708142124955,-2.8273928118904004
A040795,11/11/2023,18:31,3,3,1,7,1,7,50,1,1,50.67706881438379,0.3058329289822087
A040796,20/01/2023,00:29,3,5,1,1,7,7,40,8,1,50.70635229413454,-2.7426860781170896
A040797,08/11/2023,14:41,3,4,2,6,4,5,40,8,2,51.03801720875418,-0.9159201571237471
A040798,16/10/2023,03:03,3,3,1,6,1,1,50,5,1,52.20029910988913,2.7229589550213373
A040799,26/12/2023,17:30,3,5,1,5,1,6,40,7,2,52.627419613238956,1.184206704142888
A040800,11/08/2023,23:39,3,2,1,9,3,1,30,7,2,52.02269112994079,0.820994015732429
A040801,30/01/2023,01:32,3,2,0,5,6,5,60,9,2,51.03876045319666,2.5406063123167404
A040802,27/03/2023,04:41,3,1,1,4,5,6,70,9,1,50.530427818055564,-1.8345790326752425
A040803,20/12/2023,06:09,3,2,0,5,2,5,60,8,1,52.567217935153295,-1.7924954252999634
A040804,02/06/2023,17:13,2,5,3,9,6,6,50,5,1,50.569559850236544,2.835731383487581
A040805,04/07/2023,02:16,3,4,3,5,3,4,20,9,1,49.993218167617705,-1.1756879462552365
A040806,28/06/2023,03:01,3,3,2,1,6,4,70,6,2,50.50467278759337,2.303443731941664
A040807,22/10/2023,19:51,2,3,2,3,6,4,40,7,2,51.992129877180446,-0.3118635402363904
A040808,11/04/2023,05:26,3,3,2,4,1,5,30,1,1,53.32515189653665,-0.6365999978211877
A040809,02/11/2023,00:13,3,4,0,3,7,7,20,6,1,51.909957966021224,1.5064530258071174
A040810,24/12/2023,04:36,3,5,0,5,5,1,60,7,1,51.89633875169368,0.2718455823832274
A040811,15/09/2023,00:33,2,2,1,1,5,1,20,7,2,50.91594292480613,2.2680829283729955
A040812,21/07/2023,11:36,2,3,3,4,7,6,30,2,2,50.6656493725664,0.8566886033014224
A040813,20/07/2023,00:31,3,5,3,6,2,1,60,0,1,50.31691263933634,-1.6870650273719703
A040814,14/07/2023,15:25,3,5,3,9,2,6,20,1,1,53.169918471913036,-1.6728136997837129
A040815,11/05/2023,23:43,3,1,1,2,5,1,40,3,2,53.17365444107081,2.080814097440015
A040816,23/02/2023,04:54,3,4,1,2,5,6,50,9,1,53.2522178470737,0.49318698703923103
A040817,23/10/2023,10:28,3,3,1,5,5,4,30,1,1,50.94547020387884,2.7779297243918086
A040818,26/12/2023,14:56,3,4,0,8,6,5,20,3,1,50.15307867287971,0.825454733107288
A040819,19/09/2023,11:52,3,4,3,6,7,5,30,8,1,52.38095300591198,-1.8098364302736973
A040820,15/07/2023,13:08,3,2,2,3,3,4,30,5,2,51.17584734077634,-2.9715522566072137
A040821,10/05/2023,09:35,2,3,2,3,3,5,70,9,2,51.17427771317412,-1.3376229078887436
A040822,22/03/2023,20:36,3,3,3,2,7,5,60,8,2,50.68846696476876,0.6855722232067226
A040823,09/06/2023,21:48,2,3,1,4,7,1,60,3,1,51.75433938782524,-1.5720413597444358
A040824,02/06/2023,13:24,3,4,3,2,3,1,70,6,2,52.70676105329083,-0.5006562465550658
A040825,28/06/2023,08:43,3,2,3,7,7,7,50,1,1,50.04046239015171,1.6684270887636674
A040826,09/01/2023,06:32,3,2,3,9,6,6,20,1,2,52.12883096322542,-1.93706091446222
A040827,06/06/2023,02:27,3,5,2,9,6,4,60,7,1,53.03693316922079,1.3586358345590361
A040828,22/09/2023,07:53,3,4,2,6,6,4,20,1,2,50.587860288894184,-0.07466871053756333
A040829,08/02/2023,15:57,3,3,1,5,4,5,70,0,2,51.38011782464309,0.366653673668783
A040830,30/01/2023,12:28,2,5,0,8,5,4,30,2,1,51.955604274416764,-0.9583379212227413
A040831,30/03/2023,00:35,2,1,3,7,3,6,60,7,1,50.17341458660746,-0.14728392593407627
A040832,06/06/2023,07:29,3,3,2,2,3,7,70,2,2,52.05717400710593,-1.3991351001006456
A040833,19/10/2023,09:11,3,4,0,9,3,6,40,2,2,53.460209951794575,-0.2010485888096393
A040834,06/02/2023,00:53,3,2,2,1,3,4,20,2,2,53.41683278943196,-0.7003885920588256
A040835,20/12/2023,04:19,3,5,0,2,1,4,70,3,2,53.42110618696524,-2.6784017425442714
A040836,29/05/2023,23:35,2,5,2,5,3,4,20,2,2,50.70257022523089,-0.1662221760348727
A040837,18/12/2023,05:33,3,1,2,5,3,6,70,0,1,52.69082732544107,1.7196522600363386
A040838,18/07/2023,07:18,3,1,0,6,5,7,50,0,1,51.97144448566546,1.0634569176362363
A040839,07/04/2023,03:38,3,4,0,9,3,5,50,8,1,52.25444850953494,-1.4132989627374548
A040840,20/09/2023,09:26,3,5,1,3,1,1,30,6,1,52.631296288299545,-1.153632085292582
A040841,02/07/2023,07:47,3,2,3,5,6,1,20,6,2,49.69800771753092,-2.9856925775383267
A040842,14/07/2023,19:26,3,4,2,4,3,7,40,1,1,52.32193419870403,-2.9969745356676003
A040843,21/04/2023,05:43,3,5,1,2,7,5,60,1,1,53.26589922110192,1.9858506218916427
A040844,18/08/2023,10:31,3,5,0,2,3,5,70,3,1,52.97785916056853,0.32579655908836325
A040845,22/01/2023,20:25,2,4,2,6,1,6,20,2,2,53.195243219708104,-3.0121594611960028
A040846,02/01/2023,23:26,3,2,1,7,5,5,50,9,2,49.5530105085317,-1.207172103044934
A040847,18/03/2023,00:55,3,3,3,9,1,6,40,5,1,49.99174445856674,-3.0380434626899073
A040848,23/01/2023,14:03,3,1,3,8,2,1,40,1,2,51.655258435344024,-0.09906389421481468
A040849,05/02/2023,04:32,3,1,0,4,3,6,30,6,1,52.28632525665217,1.582055020293398
A040850,28/09/2023,06:52,1,1,3,3,7,1,70,1,2,50.499182360804475,-0.36974760014861496
A040851,19/06/2023,05:39,3,1,2,5,7,4,30,2,2,53.45394072739222,-0.7878274183837938
A040852,24/11/2023,08:07,3,4,0,2,4,7,70,8,2,50.81285550387967,-0.6482281325699194
A040853,15/10/2023,05:28,3,2,2,6,7,7,30,3,1,49.58325229793985,-2.4311861012789016
A040854,07/11/2023,14:39,3,5,3,7,4,5,20,9,1,51.2340821315738,-1.2136556372377976
A040855,28/01/2023,00:46,3,2,2,8,2,6,20,1,1,52.05274511593382,2.1049602284224194
A040856,11/12/2023,19:43,1,3,2,3,6,6,70,3,2,52.76633821420015,-2.2313330332182906
A040857,10/03/2023,01:22,2,5,0,9,6,5,40,3,2,52.07915241110153,0.68579955542462
A040858,22/11/2023,07:15,3,5,2,1,4,1,30,5,1,53.436624615733024,1.9272002539449153
A040859,04/11/2023,01:15,3,2,2,7,3,1,20,9,1,50.912959045767735,1.238312306273667
A040860,15/02/2023,12:58,3,1,3,2,2,7,40,6,1,51.453457228319905,-1.4933646504718912
A040861,26/07/2023,05:47,3,1,1,3,6,6,70,3,2,49.54840194660128,-1.4081606720330782
A040862,03/07/2023,09:54,3,5,0,5,6,1,70,3,1,50.12233784465581,1.8290621174798836
A040863,29/01/2023,17:20,3,5,1,7,5,5,70,2,2,52.77649163570873,0.8647721515508439
A040864,07/09/2023,17:31,3,3,1,2,6,1,70,9,1,51.73999641494942,-2.847558919153417
A040865,16/12/2023,13:24,2,3,2,1,7,5,20,9,2,51.12487354496122,2.74676548626266
A040866,11/05/2023,16:47,3,3,0,2,2,7,60,0,2,49.62296640690479,1.271030146093524
A040867,24/05/2023,14:07,2,4,1,1,7,7,30,2,2,52.8365586067721,2.478467260831945
A040868,09/06/2023,07:03,3,5,2,7,3,4,50,3,2,51.79484153690696,-1.699579071931443
A040869,29/04/2023,23:23,3,2,1,2,2,6,50,1,2,50.48561242998029,0.3130953363559935
A040870,22/05/2023,12:14,3,3,3,6,2,6,70,7,1,50.89854069460016,0.24683461439920604
