Accident_Index,Vehicle_Reference,Vehicle_Type,Age_of_Vehicle,Engine_Capacity,Age_of_Driver,Sex_of_Driver
A043712,1,12,2009,2500,60,2
A043713,1,12,2012,1600,18,2
A043714,1,3,2007,1600,28,1
A043715,1,9,2020,1000,35,2
A043716,1,7,2014,2000,24,2
A043717,1,3,2021,1000,73,1
A043718,1,14,2007,1600,36,2
A043719,1,7,2006,2000,51,1
A043720,1,4,2019,2000,71,1
A043721,1,4,2017,2500,19,1
A043722,1,11,2016,2500,28,2
A043723,1,18,2014,2500,49,1
A043724,1,8,2016,2000,43,1
A043725,1,19,2015,2000,63,2
A043726,1,12,2009,1000,45,2
A043727,1,4,2022,1400,37,2
A043728,1,15,2009,2500,74,1
A043729,1,7,2011,1400,41,2
A043730,1,5,2015,1600,38,2
A043731,1,13,2013,2000,42,2
A043732,1,6,2017,1400,75,1
A043733,1,10,2012,2500,23,1
A043734,1,20,2017,2500,68,1
A043735,1,8,2010,1400,23,2
A043736,1,16,2010,1400,46,1
A043737,1,17,2007,1400,77,2
A043738,1,13,2018,2500,34,2
A043739,1,3,2021,1600,60,1
A043740,1,16,2009,1400,24,2
A043741,1,10,2022,1400,61,2
A043742,1,2,2023,2000,78,2
A043743,1,9,2022,2000,70,1
A043744,1,8,2023,2500,23,2
A043745,1,13,2006,1400,32,2
A043746,1,7,2013,1600,77,1
A043747,1,5,2013,1400,55,1
A043748,1,9,2021,2500,29,2
A043749,1,10,2006,1000,47,1
A043750,1,1,2004,1600,50,1
A043751,1,12,2022,1600,50,2
A043752,1,2,2010,1400,70,1
A043753,1,13,2012,1000,33,2
A043754,1,14,2011,1400,49,1
A043755,1,10,2014,1400,19,1
A043756,1,15,2022,2000,40,1
A043757,1,3,2005,2000,51,2
A043758,1,11,2017,1000,43,1
A043759,1,16,2006,1600,28,2
A043760,1,20,2020,2500,73,1
A043761,1,2,2006,2500,76,1
A043762,1,19,2017,1400,44,2
A043763,1,4,2004,1400,21,2
A043764,1,1,2007,1400,40,1
A043765,1,18,2023,2000,30,1
A043766,1,17,2008,1400,34,2
A043767,1,15,2005,1000,34,1
A043768,1,10,2014,1600,43,2
A043769,1,9,2023,2000,49,2
A043770,1,20,2007,2000,39,2
A043771,1,6,2007,1000,22,2
A043772,1,8,2019,2000,27,1
A043773,1,15,2018,1400,50,2
A043774,1,19,2022,1600,64,2
A043775,1,19,2008,1600,38,2
A043776,1,16,2019,1400,76,1
A043777,1,3,2022,1000,24,1
A043778,1,11,2019,2500,25,1
A043779,1,4,2004,2500,47,1
A043780,1,9,2020,2000,59,2
A043781,1,18,2022,1600,49,1
A043782,1,12,2022,2500,66,1
A043783,1,5,2013,1000,65,1
A043784,1,19,2004,1600,69,1
A043785,1,10,2023,1000,63,1
A043786,1,6,2011,1600,24,1
A043787,1,8,2015,2000,61,1
A043788,1,18,2014,1600,37,2
A043789,1,13,2008,2500,52,2
A043790,1,4,2005,1400,51,1
A043791,1,13,2021,1600,35,2
A043792,1,14,2011,1000,35,2
A043793,1,8,2014,1000,51,2
A043794,1,14,2006,2000,21,2
A043795,1,5,2005,2500,60,1
A043796,1,1,2006,1400,41,1
A043797,1,3,2021,2500,60,2
A043798,1,19,2022,1400,46,1
A043799,1,8,2006,2000,48,1
A043800,1,14,2005,2500,80,2
A043801,1,9,2007,1000,32,2
A043802,1,11,2015,1000,26,1
A043803,1,19,2004,2000,25,1
A043804,1,15,2012,2500,56,2
A043805,1,10,2020,1000,55,2
A043806,1,11,2018,1400,67,2
A043807,1,16,2022,2500,29,1
A043808,1,18,2007,2000,21,2
A043809,1,17,2007,1600,31,2
A043810,1,9,2023,2000,50,1
A043811,1,5,2013,2500,49,1
A043812,1,9,2011,1600,41,2
A043813,1,18,2009,1000,23,1
A043814,1,3,2012,1600,80,1
A043815,1,17,2022,1000,42,2
A043816,1,9,2005,1000,63,2
A043817,1,17,2011,2000,69,1
A043818,1,8,2005,2000,46,1
A043819,1,2,2021,1400,38,2
A043820,1,10,2005,2500,58,2
A043821,1,8,2014,1400,35,1
A043822,1,1,2015,1000,70,1
A043823,1,2,2008,2000,68,2
A043824,1,9,2018,1400,37,1
A043825,1,4,2014,1000,44,2
A043826,1,9,2005,1600,75,2
A043827,1,10,2015,2000,43,2
A043828,1,4,2019,1600,62,1
A043829,1,16,2019,1600,39,1
A043830,1,5,2005,1000,48,1
A043831,1,5,2008,2000,54,2
A043832,1,12,2007,1400,79,2
A043833,1,1,2009,2000,41,1
A043834,1,6,2008,1600,50,2
A043835,1,20,2022,2500,55,1
A043836,1,11,2013,2500,67,1
A043837,1,12,2015,2000,36,2
A043838,1,5,2021,1000,70,1
A043839,1,14,2020,2500,45,2
A043840,1,2,2021,1400,30,2
A043841,1,6,2020,1000,42,1
A043842,1,19,2020,2500,31,2
A043843,1,1,2013,2500,62,1
A043844,1,3,2011,1400,55,2
A043845,1,6,2010,1600,70,2
A043846,1,5,2020,2500,69,2
A043847,1,11,2015,2500,28,1
A043848,1,4,2014,1600,47,1
A043849,1,16,2004,2500,42,2
A043850,1,10,2004,1000,28,2
A043851,1,1,2023,1600,51,2
A043852,1,13,2017,1400,63,2
A043853,1,11,2010,1600,77,1
A043854,1,16,2016,1600,60,2
A043855,1,14,2011,2500,45,1
A043856,1,11,2004,2000,42,2
A043857,1,19,2015,2500,29,2
A043858,1,8,2022,2000,34,2
A043859,1,6,2011,1600,38,1
A043860,1,7,2018,1600,79,1
A043861,1,15,2023,2000,48,2
A043862,1,20,2008,2500,45,1
A043863,1,17,2018,1400,46,2
A043864,1,5,2020,1000,53,1
A043865,1,12,2006,2000,24,2
A043866,1,14,2010,1000,51,2
A043867,1,1,2023,2500,51,1
A043868,1,18,2011,1400,25,1
A043869,1,11,2023,1400,48,1
A043870,1,18,2018,2000,46,1
A043871,1,20,2017,1600,41,1
A043872,1,10,2022,2500,31,2
A043873,1,12,2019,2500,41,1
A043874,1,6,2008,1400,78,2
A043875,1,14,2021,1600,75,2
A043876,1,2,2019,2500,54,2
A043877,1,12,2013,2500,40,2
A043878,1,3,2010,2500,74,2
A043879,1,13,2015,1400,66,2
A043880,1,5,2020,2000,37,2
A043881,1,6,2011,1400,54,2
A043882,1,17,2022,1000,68,2
A043883,1,10,2016,1600,35,2
A043884,1,1,2023,1600,62,2
A043885,1,13,2006,1600,32,1
A043886,1,14,2023,1600,72,2
A043887,1,1,2018,2500,60,1
A043888,1,4,2011,1000,70,1
A043889,1,1,2008,1000,72,1
A043890,1,5,2007,1400,50,1
A043891,1,17,2008,1400,36,1
A043892,1,5,2007,2500,48,2
A043893,1,15,2005,1000,69,2
A043894,1,12,2022,1600,77,1
A043895,1,7,2021,1400,25,2
A043896,1,3,2004,2000,57,1
A043897,1,13,2021,2000,55,2
A043898,1,4,2023,2000,62,1
A043899,1,12,2021,1400,28,2
A043900,1,7,2015,1400,80,1
A043901,1,9,2012,1600,65,2
A043902,1,9,2018,1000,44,2
A043903,1,10,2016,1400,24,2
A043904,1,14,2020,2500,70,2
A043905,1,7,2016,1000,80,2
A043906,1,7,2008,1000,61,2
A043907,1,11,2004,1000,43,1
A043908,1,12,2017,1600,26,1
A043909,1,1,2019,2000,76,1
A043910,1,14,2014,1600,75,1
A043911,1,6,2004,1000,55,1
A043912,1,4,2013,1400,31,1
A043913,1,1,2009,2000,80,2
A043914,1,2,2014,1000,65,2
A043915,1,5,2010,1400,67,1
A043916,1,2,2004,2500,46,1
A043917,1,3,2008,2500,40,2
A043918,1,2,2011,2000,44,1
A043919,1,5,2018,2000,79,1
A043920,1,9,2008,1000,28,1
A043921,1,4,2012,1000,51,1
A043922,1,20,2007,2500,75,2
A043923,1,19,2011,1400,38,1
A043924,1,18,2006,2500,24,2
A043925,1,10,2015,2500,47,2
A043926,1,8,2009,2000,75,2
A043927,1,16,2010,1400,59,1
A043928,1,4,2008,1400,32,1
A043929,1,9,2016,1000,60,1
A043930,1,7,2020,1400,33,2
A043931,1,18,2023,1400,54,2
A043932,1,5,2007,2500,33,1
A043933,1,20,2018,1600,51,2
A043934,1,5,2019,2500,38,2
A043935,1,9,2010,1000,62,2
A043936,1,11,2007,1600,61,2
A043937,1,14,2005,1400,27,1
A043938,1,17,2011,1600,55,1
A043939,1,2,2005,2000,70,1
A043940,1,2,2015,2000,40,1
A043941,1,13,2005,2500,20,2
A043942,1,12,2019,2000,55,1
A043943,1,16,2010,1600,59,2
A043944,1,20,2013,2000,63,1
A043945,1,2,2008,1000,71,1
A043946,1,20,2014,1600,37,1
A043947,1,7,2018,1000,40,1
A043948,1,13,2007,1600,37,2
A043949,1,14,2006,1000,26,1
A043950,1,9,2022,1400,68,1
A043951,1,17,2007,2000,62,1
A043952,1,15,2016,2500,56,1
A043953,1,19,2007,1000,49,2
A043954,1,2,2020,1600,24,2
A043955,1,7,2017,1600,37,2
A043956,1,20,2006,1000,18,1
A043957,1,6,2005,2000,46,2
A043958,1,4,2011,1400,47,2
A043959,1,15,2023,1600,22,2
A043960,1,11,2018,1000,22,1
A043961,1,8,2004,2000,60,2
A043962,1,11,2014,2500,77,2
A043963,1,13,2015,1600,46,1
A043964,1,20,2011,1000,56,1
A043965,1,9,2012,2500,72,2
A043966,1,4,2015,1400,73,2
A043967,1,8,2017,1600,58,1
A043968,1,10,2017,1000,44,1
A043969,1,2,2008,1600,74,2
A043970,1,5,2009,2500,40,1
A043971,1,15,2020,2000,70,2
A043972,1,7,2021,2500,20,2
A043973,1,19,2014,1000,21,2
A043974,1,15,2013,1400,37,2
A043975,1,7,2011,1400,73,1
A043976,1,19,2014,2000,24,1
A043977,1,14,2020,1000,34,1
A043978,1,1,2013,2500,35,2
A043979,1,13,2021,2000,41,1
A043980,1,16,2011,1400,60,2
A043981,1,8,2016,1600,23,2
A043982,1,20,2007,2000,22,2
A043983,1,8,2010,1400,79,1
A043984,1,7,2009,1400,19,1
A043985,1,19,2023,2000,72,1
A043986,1,8,2014,1600,18,2
A043987,1,6,2020,1000,28,2
A043988,1,9,2022,2500,42,2
A043989,1,2,2021,2500,28,1
A043990,1,16,2017,1000,42,2
A043991,1,20,2012,2000,63,1
A043992,1,13,2017,2500,19,2
A043993,1,11,2013,1000,30,1
A043994,1,11,2019,1600,58,1
A043995,1,18,2022,1000,77,2
A043996,1,13,2014,2000,21,1
A043997,1,18,2014,2500,44,2
A043998,1,8,2008,1400,33,1
A043999,1,15,2020,1600,50,1
A044000,1,16,2017,1600,58,2
A044001,1,1,2007,2000,74,1
A044002,1,9,2016,1600,63,2
A044003,1,13,2020,1600,35,2
A044004,1,16,2009,1600,77,2
A044005,1,14,2006,1600,23,1
A044006,1,14,2015,2000,75,2
A044007,1,2,2012,2000,39,1
A044008,1,9,2020,1400,44,1
A044009,1,14,2009,2500,75,1
A044010,1,3,2016,1600,58,1
A044011,1,9,2016,1000,59,1
A044012,1,2,2020,1400,20,1
A044013,1,9,2013,1000,37,2
A044014,1,14,2010,1600,43,1
A044015,1,1,2009,2500,59,2
A044016,1,10,2022,2000,79,2
A044017,1,8,2014,1600,41,1
A044018,1,20,2007,1400,62,2
A044019,1,7,2013,1000,48,2
A044020,1,5,2016,2500,32,1
A044021,1,16,2021,2500,77,1
A044022,1,10,2016,1400,67,2
A044023,1,18,2009,1600,30,2
A044024,1,15,2009,2500,39,2
A044025,1,5,2020,2000,41,1
A044026,1,20,2019,1000,35,1
A044027,1,1,2006,1600,50,2
A044028,1,17,2006,1400,38,2
A044029,1,3,2014,2000,26,1
A044030,1,15,2005,1000,50,2
A044031,1,16,2020,1600,24,2
A044032,1,8,2017,1600,78,2
A044033,1,19,2006,1000,31,1
A044034,1,10,2017,1600,55,2
A044035,1,2,2017,2000,28,1
A044036,1,4,2022,2000,38,2
A044037,1,10,2017,2000,59,1
A044038,1,16,2005,1600,54,1
A044039,1,1,2019,1600,73,2
A044040,1,8,2020,1000,37,2
A044041,1,15,2007,1600,41,2
A044042,1,1,2019,1000,22,2
A044043,1,13,2010,1000,70,1
A044044,1,7,2023,1600,67,1
A044045,1,8,2013,1400,51,1
A044046,1,20,2013,2500,80,1
A044047,1,4,2022,1000,59,2
A044048,1,17,2020,1000,74,1
A044049,1,11,2022,1000,46,2
A044050,1,12,2004,1600,39,1
A044051,1,2,2022,2500,79,2
A044052,1,6,2012,1400,25,1
A044053,1,9,2012,2500,31,1
A044054,1,4,2020,2000,27,2
A044055,1,4,2016,2000,78,1
A044056,1,14,2019,1600,57,1
A044057,1,19,2009,1600,32,2
A044058,1,8,2005,1400,38,1
A044059,1,13,2015,2000,56,2
A044060,1,5,2004,1400,21,2
A044061,1,1,2017,1600,37,1
A044062,1,8,2022,2000,22,1
A044063,1,20,2010,1400,59,2
A044064,1,13,2014,2000,40,1
A044065,1,15,2011,1600,72,2
A044066,1,4,2018,1400,25,2
A044067,1,2,2022,2500,58,1
A044068,1,8,2015,1000,73,2
A044069,1,6,2008,1600,71,2
A044070,1,20,2022,1400,26,2
A044071,1,16,2008,1600,49,2
A044072,1,9,2015,1600,62,2
A044073,1,5,2010,1400,35,1
A044074,1,12,2009,1600,21,2
A044075,1,6,2004,1000,56,1
A044076,1,10,2015,1600,18,2
A044077,1,12,2013,2500,72,2
A044078,1,19,2007,1000,37,1
A044079,1,15,2012,1000,21,2
A044080,1,17,2020,2000,38,1
A044081,1,5,2022,2500,52,1
A044082,1,17,2023,1600,19,2
A044083,1,10,2018,1000,29,2
A044084,1,4,2004,2000,34,1
A044085,1,15,2016,2000,18,2
A044086,1,15,2006,2000,75,2
A044087,1,15,2016,1400,33,2
A044088,1,16,2008,2000,33,1
A044089,1,19,2006,1400,41,2
A044090,1,13,2006,2000,28,2
A044091,1,14,2009,1400,21,1
A044092,1,14,2015,1400,47,2
A044093,1,15,2008,2000,24,2
A044094,1,7,2015,2500,18,2
A044095,1,3,2009,2000,26,1
A044096,1,17,2011,2000,28,2
A044097,1,2,2006,2500,24,2
A044098,1,2,2010,1400,35,2
A044099,1,11,2020,1000,40,1
A044100,1,10,2006,1000,31,2
A044101,1,12,2018,1400,47,1
A044102,1,3,2021,1400,37,2
A044103,1,1,2011,2000,18,2
A044104,1,15,2013,1000,22,2
A044105,1,19,2012,1600,70,1
A044106,1,2,2016,1400,40,2
A044107,1,13,2015,2500,58,1
A044108,1,8,2023,1400,27,2
A044109,1,16,2015,2000,45,1
A044110,1,2,2007,1400,69,2
A044111,1,19,2007,2000,25,1
A044112,1,19,2014,1600,41,1
A044113,1,19,2008,1000,72,2
A044114,1,12,2022,1600,39,1
A044115,1,10,2013,1400,30,1
A044116,1,9,2015,2500,80,1
A044117,1,11,2005,1000,63,1
A044118,1,14,2007,2000,20,1
A044119,1,10,2018,1000,44,1
A044120,1,13,2013,1600,65,1
A044121,1,9,2009,2000,51,1
A044122,1,17,2007,2000,54,1
A044123,1,15,2008,2500,76,2
A044124,1,17,2021,2500,52,2
A044125,1,11,2011,2000,42,1
A044126,1,12,2014,1600,79,2
A044127,1,9,2020,2500,44,2
A044128,1,9,2023,1600,48,2
A044129,1,3,2006,2500,61,2
A044130,1,16,2021,1000,80,1
A044131,1,7,2019,1600,78,1
A044132,1,7,2014,2000,53,2
A044133,1,3,2022,2000,44,2
A044134,1,6,2006,1600,32,1
A044135,1,11,2010,1600,74,1
A044136,1,4,2022,1600,21,2
A044137,1,11,2016,1400,73,2
A044138,1,19,2015,2500,59,1
A044139,1,12,2018,1400,68,2
A044140,1,18,2008,1400,35,2
A044141,1,17,2009,1600,61,1
A044142,1,6,2011,1400,19,1
A044143,1,13,2019,1400,60,2
A044144,1,16,2010,1600,76,2
A044145,1,2,2022,1400,76,2
A044146,1,14,2004,1600,22,2
A044147,1,1,2006,2500,73,2
A044148,1,16,2007,1400,33,1
A044149,1,4,2010,2000,21,1
A044150,1,5,2006,2000,19,2
A044151,1,8,2007,2500,65,1
A044152,1,4,2016,1000,19,1
A044153,1,6,2014,1600,24,2
A044154,1,19,2012,2500,50,2
A044155,1,12,2020,2000,69,2
A044156,1,10,2011,2000,38,1
A044157,1,1,2017,2500,65,1
A044158,1,6,2021,1000,54,2
A044159,1,7,2009,2500,58,2
A044160,1,14,2016,2500,35,1
A044161,1,4,2004,1600,80,1
A044162,1,1,2010,1400,40,1
A044163,1,1,2005,1600,65,1
A044164,1,1,2016,1000,74,1
A044165,1,8,2004,2500,77,1
A044166,1,1,2009,2500,68,2
A044167,1,13,2021,1000,34,2
A044168,1,10,2006,1000,37,1
A044169,1,8,2020,2500,29,1
A044170,1,4,2012,1400,80,1
A044171,1,16,2014,1000,34,2
A044172,1,1,2010,1000,41,1
A044173,1,14,2006,1600,41,2
A044174,1,12,2019,1600,31,2
A044175,1,17,2015,2000,59,2
A044176,1,19,2021,1400,22,1
A044177,1,15,2006,1400,73,2
A044178,1,1,2011,2500,77,2
A044179,1,6,2004,2500,66,1
A044180,1,2,2023,1400,28,1
A044181,1,7,2018,2500,44,1
A044182,1,2,2014,1000,42,2
A044183,1,3,2004,2000,27,2
A044184,1,10,2023,2500,50,2
A044185,1,12,2005,1400,37,2
A044186,1,14,2017,1600,36,1
A044187,1,10,2016,1600,31,2
A044188,1,19,2015,1400,20,1
A044189,1,19,2005,2000,60,2
A044190,1,1,2016,1600,37,1
A044191,1,12,2019,1400,51,1
A044192,1,3,2017,1600,26,1
A044193,1,11,2023,1400,25,1
A044194,1,12,2018,2500,62,2
A044195,1,8,2022,1600,21,2
A044196,1,5,2022,2000,64,2
A044197,1,17,2004,2000,55,2
A044198,1,13,2015,1600,63,2
A044199,1,19,2022,1600,38,2
A044200,1,14,2011,2500,39,2
A044201,1,12,2017,1000,30,1
A044202,1,17,2010,2500,76,1
A044203,1,10,2011,1400,43,2
A044204,1,6,2020,2500,32,2
A044205,1,15,2018,2000,64,1
A044206,1,11,2017,1600,23,1
A044207,1,12,2011,2000,40,2
A044208,1,19,2006,1000,64,1
A044209,1,17,2017,1000,36,1
A044210,1,7,2023,1600,36,2
A044211,1,13,2023,1400,24,1
A044212,1,20,2016,1400,55,1
A044213,1,5,2004,1000,67,2
A044214,1,18,2010,1600,45,1
A044215,1,16,2004,1400,50,1
A044216,1,20,2020,2000,32,2
A044217,1,7,2020,2000,37,2
A044218,1,9,2019,2500,45,1
A044219,1,12,2010,2000,52,2
A044220,1,12,2014,1400,75,2
A044221,1,17,2013,1000,67,2
A044222,1,10,2021,1000,73,1
A044223,1,8,2014,2500,56,2
A044224,1,6,2020,2500,46,2
A044225,1,19,2007,1400,42,1
A044226,1,19,2009,1000,64,1
A044227,1,10,2017,2500,70,2
A044228,1,4,2012,2000,58,2
A044229,1,6,2021,1600,25,1
A044230,1,17,2011,2500,18,1
A044231,1,4,2015,2000,23,2
A044232,1,16,2021,2000,80,1
A044233,1,11,2005,2000,49,2
A044234,1,7,2007,1000,79,1
A044235,1,5,2018,1400,19,2
A044236,1,5,2021,2500,54,1
A044237,1,7,2011,2000,30,1
A044238,1,18,2006,2000,33,1
A044239,1,12,2013,2500,27,2
A044240,1,13,2015,1600,69,1
A044241,1,6,2021,2500,21,1
A044242,1,14,2017,1000,28,2
A044243,1,5,2017,1600,24,1
A044244,1,10,2005,1600,42,2
A044245,1,7,2007,1400,35,1
A044246,1,5,2007,1600,42,1
A044247,1,15,2011,1400,58,1
A044248,1,15,2019,2500,72,2
A044249,1,5,2008,1400,48,2
A044250,1,1,2013,1600,20,2
A044251,1,12,2010,1400,25,1
A044252,1,15,2014,2500,57,2
A044253,1,12,2018,1400,49,1
A044254,1,14,2015,1400,42,1
A044255,1,3,2013,2500,75,1
A044256,1,5,2008,1600,21,1
A044257,1,4,2013,1600,78,1
A044258,1,9,2013,2500,19,1
A044259,1,16,2023,1600,59,2
A044260,1,15,2023,1400,75,2
A044261,1,6,2018,1400,18,2
A044262,1,17,2005,2500,56,1
A044263,1,7,2017,1400,66,1
A044264,1,1,2007,2500,20,1
A044265,1,4,2006,1000,29,1
A044266,1,17,2021,2500,45,1
A044267,1,6,2015,1000,36,1
A044268,1,18,2014,1000,76,1
A044269,1,7,2016,1000,22,1
A044270,1,7,2016,1400,46,2
A044271,1,9,2012,1000,63,1
A044272,1,18,2006,1400,30,1
A044273,1,1,2015,1000,22,2
A044274,1,17,2021,2000,54,1
A044275,1,4,2019,1600,63,1
A044276,1,12,2021,1400,39,1
A044277,1,18,2013,1600,38,2
A044278,1,20,2019,1000,32,2
A044279,1,19,2013,1400,32,2
A044280,1,20,2005,1000,18,2
A044281,1,17,2013,1400,76,2
A044282,1,9,2013,1000,32,2
A044283,1,11,2012,2500,49,1
A044284,1,7,2020,1600,52,1
A044285,1,4,2017,1600,56,2
A044286,1,19,2012,1600,26,2
A044287,1,4,2005,1400,78,2
A044288,1,6,2023,1000,26,1
A044289,1,1,2009,2000,43,1
A044290,1,13,2010,1000,74,1
A044291,1,17,2011,1600,47,1
A044292,1,19,2005,1000,49,1
A044293,1,7,2009,2500,22,2
A044294,1,3,2021,1400,71,2
A044295,1,15,2017,1000,35,2
A044296,1,19,2009,2000,63,2
A044297,1,12,2016,1000,57,1
A044298,1,16,2014,1400,46,2
A044299,1,17,2016,2500,33,2
A044300,1,2,2014,1000,48,2
A044301,1,4,2007,2500,79,1
A044302,1,9,2013,2500,69,2
A044303,1,4,2008,1600,19,2
A044304,1,18,2011,1000,18,1
A044305,1,20,2020,1000,41,1
A044306,1,6,2021,1400,46,1
A044307,1,14,2019,1600,79,2
A044308,1,19,2013,2000,48,1
A044309,1,9,2013,1000,41,2
A044310,1,9,2013,1000,26,1
A044311,1,8,2020,2500,25,2
A044312,1,13,2014,1400,18,1
A044313,1,2,2004,2000,27,1
A044314,1,10,2015,1000,57,1
A044315,1,18,2015,1600,67,1
A044316,1,14,2011,1400,53,1
A044317,1,5,2013,1600,65,1
A044318,1,11,2020,1600,77,2
A044319,1,7,2005,1600,67,2
A044320,1,14,2009,1000,61,1
A044321,1,11,2016,1000,63,2
A044322,1,10,2010,2500,54,1
A044323,1,11,2004,1000,65,1
A044324,1,14,2010,1600,75,2
A044325,1,12,2004,2500,74,2
A044326,1,15,2004,1400,35,1
A044327,1,12,2011,1000,59,2
A044328,1,12,2006,1600,51,1
A044329,1,5,2016,1600,36,2
A044330,1,19,2020,2500,26,2
A044331,1,9,2023,2500,74,2
A044332,1,18,2018,1000,63,2
A044333,1,2,2015,1600,50,1
A044334,1,17,2012,2500,41,1
A044335,1,9,2012,1000,23,1
A044336,1,18,2004,2500,22,1
A044337,1,20,2013,1000,40,1
A044338,1,20,2008,1600,66,2
A044339,1,13,2014,1600,35,2
A044340,1,16,2013,2000,76,2
A044341,1,20,2019,1400,20,1
A044342,1,4,2018,2500,21,2
A044343,1,10,2007,1600,79,2
A044344,1,15,2013,1600,70,2
A044345,1,9,2009,1000,78,1
A044346,1,9,2015,1000,66,2
A044347,1,2,2023,1000,38,2
A044348,1,5,2021,1600,32,2
A044349,1,14,2004,2500,42,1
A044350,1,6,2018,1400,56,2
A044351,1,6,2009,1000,24,1
A044352,1,9,2016,1600,41,1
A044353,1,17,2008,1600,53,2
A044354,1,16,2017,1600,52,1
A044355,1,5,2008,1600,32,2
A044356,1,6,2016,1600,58,2
A044357,1,20,2018,1000,50,2
A044358,1,11,2023,1000,23,1
A044359,1,19,2017,2000,27,1
A044360,1,3,2023,1600,22,1
A044361,1,1,2023,2000,28,1
A044362,1,4,2008,2500,48,2
A044363,1,3,2007,1000,29,1
A044364,1,17,2019,1600,42,1
A044365,1,15,2009,2000,71,1
A044366,1,1,2020,1600,69,2
A044367,1,11,2011,1400,23,1
A044368,1,1,2021,1000,42,1
A044369,1,20,2021,2000,79,1
A044370,1,17,2005,2500,52,1
A044371,1,19,2006,1000,69,2
A044372,1,17,2009,1400,40,2
A044373,1,14,2009,2500,65,1
A044374,1,15,2011,1400,27,2
A044375,1,13,2016,1400,56,2
A044376,1,16,2004,2500,27,1
A044377,1,13,2007,1600,70,2
A044378,1,7,2023,2500,64,2
A044379,1,4,2015,1400,75,2
A044380,1,1,2022,1400,60,2
A044381,1,20,2011,1400,38,2
A044382,1,17,2018,1000,32,1
A044383,1,12,2018,1000,56,1
A044384,1,14,2022,1600,25,2
A044385,1,4,2019,2500,25,2
A044386,1,6,2012,1000,72,2
A044387,1,10,2023,1400,24,2
A044388,1,20,2018,2000,70,2
A044389,1,7,2012,1000,68,1
A044390,1,12,2013,1600,62,2
A044391,1,2,2021,1400,79,1
A044392,1,6,2008,1000,22,2
A044393,1,8,2004,1000,34,2
A044394,1,6,2009,1400,26,1
A044395,1,8,2013,1600,72,2
A044396,1,17,2014,1000,73,2
A044397,1,4,2020,2000,23,2
A044398,1,1,2010,1600,70,2
A044399,1,7,2011,1400,55,2
A044400,1,19,2014,1600,65,1
A044401,1,11,2009,2000,69,2
A044402,1,12,2023,2500,70,2
A044403,1,6,2022,2500,50,1
A044404,1,19,2021,1600,32,2
A044405,1,6,2015,1400,44,2
A044406,1,18,2020,1000,61,2
A044407,1,9,2004,1600,30,2
A044408,1,5,2004,1400,73,2
A044409,1,14,2006,1400,51,2
A044410,1,1,2023,1400,34,1
A044411,1,8,2011,1600,33,1
A044412,1,14,2017,1000,77,2
A044413,1,4,2019,1400,59,2
A044414,1,4,2023,2000,74,1
A044415,1,3,2018,2500,52,1
A044416,1,7,2008,2500,35,2
A044417,1,10,2017,2500,34,1
A044418,1,15,2021,1400,49,2
A044419,1,7,2018,1600,20,2
A044420,1,6,2004,1600,20,1
A044421,1,3,2014,2000,34,2
A044422,1,20,2014,2500,44,2
A044423,1,20,2016,1400,25,1
A044424,1,9,2012,1000,29,2
A044425,1,8,2022,1600,20,1
A044426,1,10,2016,1000,47,1
A044427,1,11,2017,1600,53,1
A044428,1,15,2023,1000,18,2
A044429,1,19,2009,2500,50,2
A044430,1,9,2017,1600,64,2
A044431,1,16,2004,2000,50,1
A044432,1,15,2018,1400,59,2
A044433,1,2,2016,2500,50,2
A044434,1,18,2004,1600,28,2
A044435,1,13,2008,1600,44,2
A044436,1,18,2016,1600,56,2
A044437,1,1,2005,1600,23,2
A044438,1,7,2007,1600,60,1
A044439,1,11,2018,2000,66,2
A044440,1,6,2017,2500,79,2
A044441,1,14,2010,2500,46,1
A044442,1,9,2015,2500,62,1
A044443,1,11,2021,2500,71,1
A044444,1,10,2011,2000,80,1
A044445,1,14,2022,1400,62,2
A044446,1,14,2014,1400,58,2
A044447,1,1,2018,1000,37,1
A044448,1,19,2007,2000,34,1
A044449,1,5,2016,1400,30,1
A044450,1,19,2007,1600,39,1
A044451,1,3,2012,1400,69,2
A044452,1,19,2023,1600,19,2
A044453,1,20,2008,2000,22,2
A044454,1,19,2023,2500,20,2
A044455,1,20,2009,2000,61,1
A044456,1,4,2022,2500,74,1
A044457,1,4,2014,2500,41,2
A044458,1,3,2013,1000,78,1
A044459,1,4,2019,2000,24,1
A044460,1,3,2018,2500,54,1
A044461,1,10,2019,2500,27,1
A044462,1,4,2010,1600,77,2
A044463,1,14,2005,1600,36,1
A044464,1,19,2017,2000,77,2
A044465,1,13,2020,1000,35,2
A044466,1,6,2007,1000,76,2
A044467,1,11,2006,2000,22,2
A044468,1,9,2004,2000,47,1
A044469,1,13,2012,2000,62,2
A044470,1,12,2023,1600,52,2
A044471,1,12,2018,1000,67,1
A044472,1,2,2010,2000,76,2
A044473,1,3,2007,2000,39,2
A044474,1,17,2009,1600,55,2
A044475,1,2,2008,1600,75,2
A044476,1,16,2004,1600,62,1
A044477,1,3,2012,2000,29,1
A044478,1,17,2019,1000,75,1
A044479,1,15,2013,1600,72,1
A044480,1,5,2009,2000,32,2
A044481,1,11,2015,2500,52,2
A044482,1,2,2022,1600,78,2
A044483,1,16,2021,2000,23,2
A044484,1,5,2009,1000,49,2
A044485,1,2,2015,1000,72,2
